key,first_temp,last_temp,active_power,reactive_power,time_heating,full_work,full_power,bulk_1,bulk_2,bulk_3,bulk_4,bulk_5,bulk_6,bulk_7,bulk_9,bulk_10,bulk_11,bulk_12,bulk_13,bulk_14,bulk_15,wire_1,wire_2,wire_3,wire_4,wire_6,wire_7,wire_8,wire_9,gas_1
1,1571.0,1613.0,3.03673,2.142821,1098.0,888.9985879433385,4.294584751265249,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,150.0,154.0,60.059998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7499859302
2,1581.0,1602.0,2.139408,1.453357,811.0,559.0128825192493,3.025579809049498,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,149.0,154.0,96.052315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5555609779
3,1596.0,1599.0,4.063641,2.937457,655.0,822.7535635053079,5.746856214815367,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,152.0,153.0,91.160157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5547926192
4,1601.0,1625.0,2.706489,2.056992,741.0,768.9224434923916,3.8275534502135953,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,153.0,154.0,89.063515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8412192323
5,1576.0,1602.0,2.2529500000000002,1.687991,869.0,582.9112249614523,3.1861524453484646,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,151.0,152.0,89.238236,9.11456,0.0,0.0,0.0,0.0,0.0,0.0,5.4136918254
6,1543.0,1596.0,2.725274,1.881313,952.0,978.1686534519672,3.854119451982774,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,201.0,154.0,99.109917,9.11456,0.0,0.0,0.0,0.0,0.0,0.0,11.2733920899
7,1586.0,1599.0,2.626877,1.960419,673.0,695.1573370222285,3.714965080085949,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,152.0,154.0,98.0616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.836267334
8,1577.0,1598.0,2.6789579999999997,2.096952,913.0,702.2945914430265,3.788618736627902,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,252.0,153.0,155.28239399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1715526741
9,1587.0,1592.0,3.5208199999999996,2.527365,625.0,656.8390381161798,4.979191394674441,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,99.0,203.0,113.393279,9.143681,0.0,0.0,0.0,0.0,0.0,0.0,8.216622633899998
10,1574.0,1593.0,3.118778,2.154941,825.0,620.8968089137492,4.410618145630837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,102.0,204.0,81.24479600000001,12.376,0.0,0.0,0.0,0.0,0.0,0.0,6.529891037900001
11,1616.0,1597.0,3.00338,2.368925,627.0,487.2437716151755,4.2474207289601065,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,101.0,202.0,99.197281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639128173800001
12,1606.0,1591.0,2.236693,1.646497,739.0,653.7483450862917,3.163161575464965,46.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,406.0,203.0,153.57887300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0262591756
13,1596.0,1619.0,3.431692,2.582122,1027.0,835.2298107068924,4.853145368287251,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,410.0,0.0,151.0,204.0,77.26992,52.416003,0.0,0.0,0.0,0.0,0.0,0.0,11.443643024300002
14,1583.0,1606.0,4.310509,3.412404,1235.0,1326.6106463099015,6.095980288531288,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,152.0,203.0,120.251038,37.826881,0.0,0.0,0.0,0.0,0.0,0.0,5.0989450231
15,1605.0,1598.0,2.7720640000000003,1.9049459999999998,714.0,534.324443001379,3.9202905045662115,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,203.0,71.285759,52.09568,0.0,0.0,0.0,0.0,0.0,0.0,11.0854514251
16,1581.0,1607.0,1.5558830000000001,1.136369,894.0,662.1009308019727,2.200350840065738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,100.0,203.0,100.114563,43.097599,0.0,0.0,0.0,0.0,0.0,0.0,7.9912565383
17,1611.0,1599.0,4.629786,3.557783,714.0,999.8256158902328,6.547506152085083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,202.0,110.204636,50.144638,0.0,0.0,0.0,0.0,0.0,0.0,15.1759331266
18,1588.0,1595.0,3.543657,2.5951589999999998,842.0,774.6464163175542,5.0114877897983545,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,206.0,0.0,103.0,203.0,88.233596,32.148487,0.0,0.0,0.0,0.0,0.0,0.0,14.6600613607
19,1625.0,1597.0,2.377491,1.651367,321.0,364.714687882428,3.3622800166199722,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.218552,75.304322,0.0,0.0,0.0,0.0,0.0,0.0,6.5562340435
20,1582.0,1603.0,3.0693140000000003,2.245891,735.0,592.1655782983263,4.340665485981614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,105.137756,72.27583999999999,0.0,0.0,0.0,0.0,0.0,0.0,10.698529526
21,1603.0,1618.0,3.200837,2.435661,1263.0,1011.3724475954798,4.52666709634561,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,401.0,202.0,119.290081,98.367363,0.0,0.0,0.0,0.0,0.0,0.0,14.615434429
22,1560.0,1593.0,3.117774,2.413337,1039.0,763.7279904087477,4.409198275214214,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,144.755523,99.910721,250.041794,0.0,0.0,0.0,0.0,0.0,13.210860831400002
23,1611.0,1593.0,4.00495,2.903848,715.0,811.5991364656397,5.663854606626127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,302.0,101.0,100.158234,114.907524,276.324066,0.0,0.0,0.0,0.0,0.0,14.515347167900002
24,1578.0,1585.0,3.251568,2.269395,1187.0,851.409536746009,4.59841156457836,0.0,0.0,89.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,412.0,0.0,204.0,203.0,101.730722,50.319363,0.0,0.0,0.0,0.0,0.0,0.0,11.4877755051
25,1594.0,1600.0,3.917183,2.8184240000000003,1034.0,843.2914714795899,5.539733324897328,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,102.0,204.0,127.065117,64.588157,0.0,0.0,0.0,0.0,0.0,0.0,9.0600177589
26,1609.0,1601.0,1.488,1.093925,441.0,321.6958966484419,2.1043497808111655,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.13359100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.631086046
27,1578.0,1604.0,2.898248,2.098017,768.0,926.778478775629,4.098741628720698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,202.0,153.0,118.24176,30.051842,0.0,0.0,0.0,0.0,0.0,0.0,10.4042990572
28,1580.0,1609.0,2.478485,1.696859,825.0,768.2001127022061,3.5051071011382806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,150.0,0.0,99.153595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9970023804
29,1613.0,1600.0,2.622567,2.012947,427.0,363.483347690019,3.7088698196321213,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,150.0,153.0,120.119995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9551362154000005
30,1567.0,1598.0,2.210067,1.6552449999999999,900.0,802.3908723487633,3.125506725153219,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,260.0,104.0,44.16048,23.03392,0.0,0.0,0.0,0.0,0.0,0.0,13.494307057300002
31,1601.0,1602.0,2.917585,2.131798,571.0,612.5793621624523,4.126088276376306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,152.0,154.0,96.13968,27.023361,0.0,0.0,0.0,0.0,0.0,0.0,7.485146782799999
32,1602.0,1613.0,1.737635,1.255303,1002.0,652.4241108618246,2.457386983454173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,257.0,154.0,105.225121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8814040739
33,1564.0,1617.0,4.130276,3.053401,1334.0,1034.417989561087,5.841092335544097,0.0,0.0,44.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,262.0,154.0,210.275512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3112436064
34,1584.0,1600.0,1.591333,1.155022,717.0,576.2466657670232,2.250484710851864,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,159.0,153.0,115.140472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.743690918
35,1585.0,1600.0,1.530218,1.139522,690.0,536.1123921960941,2.164055048987433,0.0,0.0,243.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,154.0,156.0,130.079041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7114693823
36,1543.0,1601.0,3.3343860000000003,2.290533,1112.0,1087.9734892501917,4.715533903386975,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,153.0,155.0,100.158234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2943379975
37,1596.0,1606.0,3.146597,2.1983870000000003,742.0,669.497458652015,4.449960152722494,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,160.0,155.0,86.486405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6079608169
38,1593.0,1602.0,3.888366,3.24645,647.0,975.6095222879817,5.498979932670422,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,99.0,202.0,108.107996,0.0,0.0,0.0,0.0,0.0,0.0,35.0532,8.4967464916
39,1586.0,1602.0,2.431149,1.741522,718.0,624.3647547251089,3.438163887949788,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,101.0,204.0,135.18959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4276220702
40,1587.0,1603.0,4.170268999999999,2.913645,808.0,936.9193813815513,5.8976509785440845,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,106.0,205.0,125.230553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9401933443
43,1608.0,1602.0,4.922022,3.663594,852.0,983.3548687416103,6.960790266698746,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,102.0,204.0,96.096001,15.084160999999998,0.0,0.0,0.0,0.0,0.0,0.0,7.3403303049
44,1600.0,1603.0,7.298996,5.221229,2063.0,1615.9285052854734,10.322339134906972,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,159.0,154.0,321.0,159.0,69.18912300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2652711035
45,1538.0,1621.0,6.2722809999999996,4.564355,2136.0,1796.9689370929395,8.870344857215079,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,205.0,0.0,417.0,204.0,114.354237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.601690105800003
46,1607.0,1612.0,9.180259,7.051945,2919.0,2590.8488756476563,12.982846783897667,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,204.0,0.0,401.0,204.0,100.245593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1184414589000005
47,1565.0,1588.0,1.898423,1.403171,561.0,496.3893733433166,2.684775553721018,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,204.0,0.0,100.0,204.0,33.10944,49.038082,0.0,0.0,0.0,0.0,0.0,0.0,7.9277425537
48,1573.0,1589.0,3.54849,2.725377,685.0,685.8590850821648,5.0183226839453035,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.20304100000001,47.14528299999999,0.0,0.0,0.0,0.0,0.0,0.0,8.1200928869
49,1626.0,1588.0,0.994742,0.706443,126.00000000000001,177.2539810602293,1.4067776274621373,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4412280032
50,1603.0,1606.0,2.361233,1.738008,569.0,509.9227267979985,3.33928773252291,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.243198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6682367139
57,1581.0,1595.0,3.463462,2.664647,1066.0,1037.9494519461737,4.898074933163844,27.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,414.0,0.0,310.0,205.0,21.097441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1501496276
58,1569.0,1574.0,3.265839,2.528033,692.0,811.6517494528007,4.618593806326986,48.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,380.0,0.0,277.0,205.0,73.207679,11.12384,0.0,0.0,0.0,0.0,0.0,0.0,6.810519531199999
59,1589.0,1601.0,2.9777319999999996,2.232781,1101.0,729.7085358652142,4.211148979512361,29.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,430.0,0.0,235.0,205.0,40.141922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2793217390999998
60,1601.0,1573.0,2.115294,1.61364,709.0,520.615086426219,2.991477463206434,46.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,116.0,0.0,163.0,124.0,35.162399,50.144638,0.0,0.0,0.0,0.0,0.0,0.0,10.7149415588
61,1598.0,1576.0,2.701736,1.8979949999999999,468.0,539.8923686736423,3.820831693151636,46.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,139.0,0.0,174.0,134.0,50.013599,70.062721,0.0,0.0,0.0,0.0,0.0,0.0,7.897148315399999
62,1604.0,1581.0,3.901815,2.8364570000000002,508.0,787.8213118890086,5.517999690870778,46.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,175.0,0.0,151.0,105.0,97.100639,63.13216,0.0,0.0,0.0,0.0,0.0,0.0,16.9762156372
64,1581.0,1597.0,4.691949,3.6693510000000003,1037.0,970.702950759735,6.6354179097628805,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,23.0,103.0,0.0,101.0,206.0,61.152001,64.15135699999999,0.0,0.0,0.0,0.0,0.0,0.0,17.742133666900003
65,1543.0,1606.0,4.443839,3.3770759999999997,1470.0,1289.3350117080518,6.284537382802492,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,107.0,0.0,151.0,205.0,45.121441,26.12064,0.0,0.0,0.0,0.0,0.0,0.0,19.8746448176
66,1579.0,1621.0,3.835865,2.750164,965.0,1058.875794888565,5.424732306432272,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,203.0,156.680151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7159208622
67,1558.0,1594.0,2.269801,1.83987,855.0,698.8471022308465,3.2099833580880137,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,70.062721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3420918512
68,1581.0,1592.0,1.9293630000000002,1.3563010000000002,422.0,381.7798813172178,2.7285313213408418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,105.0,204.0,90.155518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7272072498
69,1589.0,1590.0,4.05398,2.917989,827.0,755.2411039021158,5.73319349758928,46.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,177.0,205.0,191.362092,9.085441,0.0,0.0,0.0,0.0,0.0,0.0,13.8666679832
70,1583.0,1586.0,4.889699,3.406487,583.0,764.7376922232345,6.915078641722161,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,104.0,205.0,90.024483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.688318178499999
71,1591.0,1589.0,2.037433,1.462005,649.0,458.83301876354915,2.881365381026502,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,206.0,203.0,140.256469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.210094297799998
73,1591.0,1593.0,3.960552,2.819318,745.0,780.2463498853747,5.601066352883886,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,106.0,203.0,114.092163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.113340078899999
74,1593.0,1595.0,4.043503,2.856952,895.0,1080.7390811860857,5.718376782096297,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,106.0,203.0,117.28079200000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5676578772
75,1606.0,1592.0,1.644972,1.203714,329.0,267.6321950730577,2.326341712123995,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.266884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4345578824
76,1614.0,1589.0,1.6362130000000001,1.170512,339.0,283.73810906371347,2.313954615531169,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,70.193763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.838460865
77,1605.0,1604.0,4.079181,2.965512,1216.0,1221.2455331724216,5.768833093574644,0.0,0.0,146.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,408.0,0.0,215.0,203.0,110.292,45.135998,0.0,0.0,0.0,0.0,0.0,0.0,11.0249421236
78,1604.0,1583.0,3.050276,2.0828029999999997,955.0,874.6184147212161,4.313741688181155,0.0,0.0,149.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,205.0,0.0,109.0,203.0,86.26800099999998,35.060482,0.0,0.0,0.0,0.0,0.0,0.0,12.523541311
79,1541.0,1578.0,4.284351,3.19096,1008.0,1084.2660492004711,6.058987290166732,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,102.0,203.0,50.013599,32.497921000000005,0.0,0.0,0.0,0.0,0.0,0.0,9.5851558489
86,1605.0,1586.0,3.472935,2.732252,673.0,723.7992784359637,4.911471778240205,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,107.0,307.0,0.0,152.0,204.0,37.08432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8554485632
87,1607.0,1590.0,2.0917969999999997,1.72485,769.0,555.7083787835065,2.958247687131353,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,54.993122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.115679527700001
89,1565.0,1583.0,2.579979,1.873662,752.0,602.801294430733,3.6486412924377754,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,255.0,0.0,137.0,203.0,48.135361,12.17216,0.0,0.0,0.0,0.0,0.0,0.0,3.0556995858
90,1587.0,1609.0,2.629144,1.875276,896.0,655.3941347052898,3.7181711022318487,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,105.0,204.0,72.552482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9937188569
91,1569.0,1587.0,2.461672,1.858452,1016.0,663.3385854579378,3.4813299285141017,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,255.0,0.0,126.0,204.0,59.142724,53.173118,0.0,0.0,0.0,0.0,0.0,0.0,11.3599044196
92,1572.0,1583.0,2.589263,1.897613,556.0,484.02532843155734,3.6617708511508473,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,12.97296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8235756836
93,1557.0,1580.0,1.4960360000000001,1.074175,696.0,465.32569727003465,2.115714400998396,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,21.927359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.064115559899999
94,1591.0,1597.0,3.394019,2.434835,779.0,650.1108251693084,4.799867700751969,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,105.0,0.0,313.0,0.0,37.215358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0054078113
95,1598.0,1587.0,3.00931,2.2422,1077.0,755.5472938662917,4.2558070153849785,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,105.0,0.0,256.0,0.0,75.260643,23.1504,0.0,0.0,0.0,0.0,0.0,0.0,14.3814833683
96,1578.0,1586.0,3.184315,2.33732,822.0,793.8191910111452,4.503301459868082,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,25.0,105.0,0.0,306.0,0.0,69.145439,18.14176,0.0,0.0,0.0,0.0,0.0,0.0,5.8716591864000005
97,1603.0,1596.0,3.817228,2.724987,999.0,998.9698568788647,5.3983756082703245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,204.0,0.0,156.0,154.0,150.259201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.226810898
98,1572.0,1599.0,3.025189,2.223479,1087.0,825.9220693938252,4.278263312541901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,204.0,0.0,157.0,154.0,102.123833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.346660108000002
99,1557.0,1598.0,3.4582810000000004,2.44402,869.0,1019.3665202736045,4.89074789269719,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,149.0,152.0,70.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.986317052
100,1544.0,1594.0,4.080252,3.094335,1063.0,1110.69493589371,5.770347716299946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,204.0,0.0,155.0,155.0,90.199204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6431868068
101,1589.0,1587.0,2.053003,1.497402,589.0,391.2699953686479,2.903384686192651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,204.0,0.0,157.0,154.0,76.221604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5141887056
102,1611.0,1592.0,1.986641,1.479178,613.0,445.0446458340187,2.809534645766448,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,203.0,0.0,156.0,155.0,110.160958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.091339922
103,1596.0,1595.0,4.344534,3.1924449999999998,1347.0,1161.1488333095062,6.144098904991032,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,203.0,0.0,152.0,152.0,105.225121,28.1008,0.0,0.0,0.0,0.0,0.0,0.0,10.5216540377
104,1616.0,1591.0,2.708018,2.041151,458.0,350.0008861245925,3.8297157827504638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,65.17055500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8054726781
105,1585.0,1592.0,1.644258,1.179208,574.0,446.58004618497864,2.3253319636404606,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.184151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7672250615
106,1594.0,1607.0,3.651212,2.678914,934.0,1266.819481630283,5.163593529499393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,102.0,204.0,80.19648000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2139897159
107,1588.0,1590.0,2.77236,2.036928,687.0,723.3109915050696,3.920709111780674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,100.0,202.0,80.109123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0348748794
108,1619.0,1597.0,1.277013,1.007701,248.0,245.5536781992656,1.8059691039267531,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,23.0,206.0,0.0,103.0,202.0,84.56447599999998,12.14304,0.0,0.0,0.0,0.0,0.0,0.0,5.7431511841
111,1620.0,1583.0,2.425246,1.708065,411.0,350.84758851230737,3.4298157852910993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,106.0,204.0,118.722243,17.122560999999997,0.0,0.0,0.0,0.0,0.0,0.0,10.9902272798
112,1594.0,1582.0,0.633449,0.432308,95.0,85.1040558528091,0.8958321668716748,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.99472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9648824463
113,1645.0,1647.0,3.266935,2.184732,819.0,934.6448168563727,4.620143784391347,0.0,228.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55664,0.0,96.047951,24.148801,60.094322000000005,0.0,0.0,0.0,25.3779296152
114,1631.0,1600.0,1.3093409999999999,1.053699,519.0,306.88448869895853,1.8516877999711507,0.0,247.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.648567,43.065361,54.122643,0.0,0.0,0.0,14.6832284493
115,1635.0,1547.0,4.161833,3.103323,725.0,781.5486567285573,5.885720672931905,78.0,232.0,0.0,21.0,112.0,0.0,178.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.21272300000001,0.0,0.0,0.0,22.201580005
116,1591.0,1600.0,2.595634,1.887848,776.0,736.0701295023897,3.6707808057567264,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,105.0,203.0,146.022235,0.5824,0.0,0.0,0.0,0.0,0.0,0.0,8.1713769592
117,1625.0,1604.0,4.191196,2.9081580000000002,804.0,715.2331238449474,5.9272462257638665,52.0,325.0,0.0,68.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.068977,0.0,26.975523,0.0,0.0,0.0,50.581035013100006
